certificate_id,issue_date,expiry_date,status,revocation_date,api_endpoint,issuer,key_length,tls_version
CERT-1512,07/06/2024,21/09/2025,active,,/api/v2/service39,GlobalTrust CA,4096,TLS1.2
CERT-1513,16/04/2024,13/02/2025,revoked,20/01/2025,/api/v4/service46,UniCA,3072,TLS1.2
CERT-1514,13/06/2024,27/07/2025,active,,/api/v4/service10,NetSecure CA,2048,TLS1.2
CERT-1515,16/05/2024,24/05/2025,revoked,06/03/2025,/api/v2/service38,PrimeCA,3072,TLS1.3
CERT-1516,01/06/2024,10/12/2025,revoked,30/10/2025,/api/v2/service7,GlobalTrust CA,4096,TLS1.3
CERT-1517,18/03/2024,17/09/2025,active,,/api/v2/service16,GlobalTrust CA,2048,TLS1.3
CERT-1518,08/05/2024,23/04/2026,active,,/api/v5/service13,GlobalTrust CA,2048,TLS1.2
CERT-1519,24/01/2024,02/12/2025,active,,/api/v2/service16,NetSecure CA,2048,TLS1.2
CERT-1520,20/03/2024,10/12/2024,active,,/api/v5/service24,SecureSign CA,2048,TLS1.3
CERT-1521,08/05/2024,07/08/2025,active,,/api/v5/service48,GlobalTrust CA,2048,TLS1.2
CERT-1522,29/05/2024,29/05/2025,active,,/api/v4/service21,PrimeCA,3072,TLS1.3
CERT-1523,29/01/2024,19/12/2025,revoked,23/11/2025,/api/v3/service35,NetSecure CA,2048,TLS1.3
CERT-1524,05/02/2024,31/08/2024,revoked,01/07/2024,/api/v2/service50,SecureSign CA,3072,TLS1.3
CERT-1525,03/05/2024,18/03/2025,active,,/api/v3/service23,NetSecure CA,3072,TLS1.2
CERT-1526,04/06/2024,25/10/2025,revoked,06/08/2025,/api/v3/service50,NetSecure CA,2048,TLS1.3
CERT-1527,17/04/2024,07/05/2025,active,,/api/v2/service18,SecureSign CA,4096,TLS1.3
CERT-1528,16/07/2024,24/05/2026,revoked,28/04/2026,/api/v4/service48,GlobalTrust CA,4096,TLS1.3
CERT-1529,09/06/2024,26/12/2025,revoked,04/12/2025,/api/v2/service39,NetSecure CA,3072,TLS1.3
CERT-1530,27/02/2024,26/09/2024,revoked,11/07/2024,/api/v5/service22,SecureSign CA,2048,TLS1.2
CERT-1531,21/01/2024,08/10/2025,active,,/api/v4/service26,PrimeCA,3072,TLS1.3
CERT-1532,02/03/2024,01/04/2025,active,,/api/v3/service36,GlobalTrust CA,2048,TLS1.2
CERT-1533,06/01/2024,28/01/2025,active,,/api/v4/service14,SecureSign CA,2048,TLS1.2
CERT-1534,09/02/2024,06/08/2025,revoked,21/07/2025,/api/v1/service33,GlobalTrust CA,4096,TLS1.2
CERT-1535,04/04/2024,26/01/2026,active,,/api/v3/service40,SecureSign CA,2048,TLS1.2
CERT-1536,12/07/2024,18/04/2025,revoked,25/02/2025,/api/v3/service31,SecureSign CA,4096,TLS1.3
CERT-1537,19/03/2024,30/07/2025,active,,/api/v5/service20,GlobalTrust CA,3072,TLS1.2
CERT-1538,20/03/2024,17/02/2025,revoked,21/12/2024,/api/v2/service10,SecureSign CA,4096,TLS1.3
CERT-1539,02/01/2024,20/10/2025,revoked,12/08/2025,/api/v3/service14,SecureSign CA,4096,TLS1.2
CERT-1540,24/02/2024,19/02/2025,active,,/api/v5/service32,UniCA,3072,TLS1.2
CERT-1541,16/06/2024,15/01/2026,active,,/api/v2/service25,PrimeCA,3072,TLS1.2
CERT-1542,10/05/2024,17/08/2025,revoked,18/06/2025,/api/v5/service47,SecureSign CA,3072,TLS1.2
CERT-1543,24/04/2024,12/11/2024,active,,/api/v3/service24,GlobalTrust CA,2048,TLS1.3
CERT-1544,11/05/2024,31/03/2025,revoked,12/03/2025,/api/v5/service36,SecureSign CA,3072,TLS1.2
CERT-1545,22/04/2024,26/12/2025,active,,/api/v4/service41,PrimeCA,4096,TLS1.2
CERT-1546,25/06/2024,03/03/2025,active,,/api/v1/service32,UniCA,3072,TLS1.2
CERT-1547,15/05/2024,26/03/2025,active,,/api/v5/service36,UniCA,2048,TLS1.3
CERT-1548,29/03/2024,17/08/2025,revoked,11/07/2025,/api/v3/service46,PrimeCA,3072,TLS1.2
CERT-1549,12/01/2024,29/01/2025,revoked,05/12/2024,/api/v4/service32,SecureSign CA,3072,TLS1.3
CERT-1550,29/01/2024,08/06/2025,active,,/api/v2/service2,NetSecure CA,3072,TLS1.3
CERT-1551,21/06/2024,21/03/2025,revoked,02/01/2025,/api/v1/service43,GlobalTrust CA,4096,TLS1.2
CERT-1552,01/03/2024,04/02/2025,active,,/api/v5/service15,UniCA,4096,TLS1.2
CERT-1553,08/01/2024,29/10/2024,active,,/api/v1/service47,SecureSign CA,4096,TLS1.3
CERT-1554,24/01/2024,11/12/2025,active,,/api/v4/service25,NetSecure CA,2048,TLS1.3
CERT-1555,22/05/2024,11/12/2024,revoked,07/12/2024,/api/v3/service50,SecureSign CA,4096,TLS1.2
CERT-1556,04/07/2024,15/03/2025,active,,/api/v5/service23,SecureSign CA,4096,TLS1.2
CERT-1557,04/01/2024,06/06/2025,active,,/api/v1/service18,PrimeCA,4096,TLS1.2
CERT-1558,08/05/2024,28/02/2025,active,,/api/v4/service50,GlobalTrust CA,3072,TLS1.2
CERT-1559,06/07/2024,19/03/2025,active,,/api/v1/service37,UniCA,4096,TLS1.3
CERT-1560,02/04/2024,04/11/2024,active,,/api/v4/service9,NetSecure CA,3072,TLS1.3
CERT-1561,26/05/2024,24/08/2025,active,,/api/v2/service15,GlobalTrust CA,2048,TLS1.2
CERT-1562,10/03/2024,04/04/2025,revoked,07/02/2025,/api/v5/service20,PrimeCA,4096,TLS1.3
CERT-1563,01/04/2024,03/08/2025,revoked,15/07/2025,/api/v3/service18,SecureSign CA,4096,TLS1.3
CERT-1564,25/02/2024,16/09/2025,revoked,28/08/2025,/api/v3/service4,NetSecure CA,4096,TLS1.2
CERT-1565,29/03/2024,18/07/2025,active,,/api/v1/service7,UniCA,3072,TLS1.3
CERT-1566,01/05/2024,25/04/2025,active,,/api/v5/service26,UniCA,3072,TLS1.2
CERT-1567,20/03/2024,12/03/2026,revoked,07/03/2026,/api/v5/service9,GlobalTrust CA,2048,TLS1.3
CERT-1568,05/05/2024,11/11/2024,active,,/api/v5/service29,NetSecure CA,3072,TLS1.3
CERT-1569,22/06/2024,06/04/2026,revoked,17/03/2026,/api/v3/service40,SecureSign CA,2048,TLS1.3
CERT-1570,15/02/2024,21/12/2025,active,,/api/v1/service5,NetSecure CA,4096,TLS1.2
CERT-1571,22/02/2024,08/11/2024,active,,/api/v2/service14,NetSecure CA,3072,TLS1.3
CERT-1572,17/06/2024,10/04/2026,active,,/api/v3/service33,GlobalTrust CA,3072,TLS1.2
CERT-1573,08/03/2024,01/10/2025,active,,/api/v5/service15,NetSecure CA,2048,TLS1.3
CERT-1574,16/07/2024,26/09/2025,revoked,16/08/2025,/api/v4/service7,NetSecure CA,4096,TLS1.3
CERT-1575,11/01/2024,26/01/2025,active,,/api/v4/service35,GlobalTrust CA,2048,TLS1.2
CERT-1576,16/04/2024,09/03/2026,active,,/api/v5/service42,UniCA,2048,TLS1.2
CERT-1577,05/04/2024,05/11/2025,revoked,24/08/2025,/api/v1/service39,GlobalTrust CA,4096,TLS1.3
CERT-1578,30/05/2024,23/01/2025,revoked,05/01/2025,/api/v4/service41,UniCA,3072,TLS1.3
CERT-1579,25/05/2024,02/03/2025,revoked,21/12/2024,/api/v5/service15,GlobalTrust CA,3072,TLS1.2
CERT-1580,15/02/2024,09/11/2025,active,,/api/v4/service50,SecureSign CA,2048,TLS1.3
CERT-1581,04/06/2024,11/08/2025,revoked,04/07/2025,/api/v5/service19,PrimeCA,3072,TLS1.2
CERT-1582,14/03/2024,16/12/2024,revoked,31/10/2024,/api/v4/service40,UniCA,2048,TLS1.3
CERT-1583,25/05/2024,30/06/2025,revoked,27/04/2025,/api/v3/service26,GlobalTrust CA,4096,TLS1.2
CERT-1584,18/04/2024,26/01/2026,active,,/api/v5/service32,GlobalTrust CA,3072,TLS1.2
CERT-1585,10/07/2024,28/11/2025,active,,/api/v4/service12,UniCA,2048,TLS1.2
CERT-1586,03/03/2024,29/10/2025,active,,/api/v2/service25,UniCA,4096,TLS1.3
CERT-1587,29/06/2024,27/05/2026,active,,/api/v2/service7,UniCA,2048,TLS1.3
CERT-1588,13/07/2024,13/10/2025,active,,/api/v3/service1,NetSecure CA,3072,TLS1.2
CERT-1589,12/04/2024,08/08/2025,active,,/api/v2/service32,GlobalTrust CA,3072,TLS1.2
CERT-1590,12/05/2024,13/01/2026,revoked,07/12/2025,/api/v4/service29,SecureSign CA,3072,TLS1.2
CERT-1591,22/03/2024,10/02/2026,revoked,26/11/2025,/api/v3/service16,SecureSign CA,4096,TLS1.3
CERT-1592,20/03/2024,02/01/2026,revoked,27/10/2025,/api/v2/service8,UniCA,4096,TLS1.2
CERT-1593,06/07/2024,15/06/2026,revoked,10/04/2026,/api/v5/service1,SecureSign CA,4096,TLS1.3
CERT-1594,03/06/2024,09/12/2024,active,,/api/v2/service49,GlobalTrust CA,3072,TLS1.2
CERT-1595,17/01/2024,22/08/2025,active,,/api/v4/service2,SecureSign CA,3072,TLS1.2
CERT-1596,18/03/2024,23/02/2026,revoked,30/12/2025,/api/v2/service14,SecureSign CA,4096,TLS1.3
CERT-1597,22/02/2024,09/11/2024,active,,/api/v4/service15,UniCA,2048,TLS1.2
CERT-1598,20/06/2024,25/12/2024,active,,/api/v5/service4,GlobalTrust CA,4096,TLS1.2
CERT-1599,01/06/2024,15/04/2026,revoked,12/03/2026,/api/v1/service48,UniCA,4096,TLS1.2
CERT-1600,18/05/2024,12/01/2026,revoked,26/11/2025,/api/v4/service11,NetSecure CA,3072,TLS1.2
CERT-1601,07/04/2024,06/11/2025,active,,/api/v3/service46,SecureSign CA,3072,TLS1.3
CERT-1602,14/04/2024,18/01/2026,active,,/api/v3/service25,NetSecure CA,4096,TLS1.2
CERT-1603,10/07/2024,01/07/2026,revoked,20/05/2026,/api/v5/service49,SecureSign CA,2048,TLS1.2
CERT-1604,21/06/2024,06/09/2025,active,,/api/v1/service48,GlobalTrust CA,4096,TLS1.2
CERT-1605,07/04/2024,29/12/2025,active,,/api/v4/service9,GlobalTrust CA,3072,TLS1.3
CERT-1606,14/05/2024,07/12/2024,revoked,21/11/2024,/api/v3/service10,SecureSign CA,2048,TLS1.2
CERT-1607,18/02/2024,22/09/2025,active,,/api/v4/service12,NetSecure CA,2048,TLS1.3
CERT-1608,27/01/2024,21/10/2025,active,,/api/v1/service19,PrimeCA,2048,TLS1.2
CERT-1609,15/04/2024,09/08/2025,active,,/api/v1/service28,GlobalTrust CA,4096,TLS1.3
CERT-1610,16/05/2024,23/03/2026,revoked,21/02/2026,/api/v1/service48,SecureSign CA,3072,TLS1.3
CERT-1611,22/03/2024,26/04/2025,active,,/api/v5/service43,SecureSign CA,4096,TLS1.2
CERT-1612,30/05/2024,25/02/2026,active,,/api/v3/service5,NetSecure CA,3072,TLS1.3
CERT-1613,19/01/2024,21/06/2025,active,,/api/v2/service34,SecureSign CA,3072,TLS1.3
CERT-1614,28/06/2024,14/07/2025,active,,/api/v1/service23,NetSecure CA,2048,TLS1.3
CERT-1615,03/01/2024,05/09/2024,revoked,26/07/2024,/api/v4/service29,UniCA,2048,TLS1.2
CERT-1616,18/06/2024,16/06/2026,active,,/api/v4/service32,SecureSign CA,3072,TLS1.2
CERT-1617,20/01/2024,10/11/2025,active,,/api/v4/service6,UniCA,3072,TLS1.3
CERT-1618,14/06/2024,24/06/2025,revoked,15/05/2025,/api/v3/service10,NetSecure CA,2048,TLS1.3
CERT-1619,09/01/2024,11/08/2024,revoked,03/06/2024,/api/v3/service42,SecureSign CA,3072,TLS1.2
CERT-1620,23/02/2024,26/07/2025,revoked,13/06/2025,/api/v2/service9,PrimeCA,2048,TLS1.3
CERT-1621,08/04/2024,04/01/2026,revoked,15/10/2025,/api/v5/service46,GlobalTrust CA,4096,TLS1.2
CERT-1622,08/06/2024,24/11/2025,active,,/api/v3/service46,GlobalTrust CA,2048,TLS1.2
CERT-1623,23/01/2024,08/11/2025,revoked,08/09/2025,/api/v4/service8,SecureSign CA,2048,TLS1.3
CERT-1624,12/01/2024,15/01/2025,revoked,17/12/2024,/api/v1/service18,NetSecure CA,3072,TLS1.2
CERT-1625,13/07/2024,28/02/2026,active,,/api/v3/service9,GlobalTrust CA,4096,TLS1.3
CERT-1626,24/02/2024,23/11/2024,active,,/api/v1/service29,UniCA,3072,TLS1.3
CERT-1627,19/06/2024,29/10/2025,active,,/api/v3/service1,GlobalTrust CA,4096,TLS1.3
CERT-1628,02/05/2024,27/03/2025,revoked,28/02/2025,/api/v3/service8,UniCA,4096,TLS1.3
CERT-1629,06/06/2024,22/01/2026,active,,/api/v2/service45,PrimeCA,2048,TLS1.2
CERT-1630,03/06/2024,18/07/2025,active,,/api/v4/service42,SecureSign CA,3072,TLS1.2
CERT-1631,30/03/2024,03/07/2025,revoked,05/05/2025,/api/v3/service9,GlobalTrust CA,3072,TLS1.3
CERT-1632,28/04/2024,10/06/2025,active,,/api/v3/service1,PrimeCA,2048,TLS1.2
CERT-1633,13/06/2024,27/10/2025,active,,/api/v4/service18,SecureSign CA,2048,TLS1.3
CERT-1634,27/06/2024,11/05/2026,revoked,02/03/2026,/api/v3/service48,PrimeCA,2048,TLS1.3
CERT-1635,17/01/2024,11/06/2025,active,,/api/v4/service35,GlobalTrust CA,4096,TLS1.2
CERT-1636,06/06/2024,22/05/2026,revoked,02/03/2026,/api/v4/service27,PrimeCA,4096,TLS1.2
CERT-1637,07/04/2024,30/03/2025,revoked,21/03/2025,/api/v4/service20,UniCA,4096,TLS1.3
CERT-1638,26/01/2024,31/10/2024,revoked,03/10/2024,/api/v4/service26,PrimeCA,2048,TLS1.3
CERT-1639,14/02/2024,14/09/2024,active,,/api/v2/service44,GlobalTrust CA,3072,TLS1.3
CERT-1640,13/02/2024,08/01/2025,revoked,12/11/2024,/api/v5/service5,PrimeCA,4096,TLS1.3
CERT-1641,17/05/2024,01/02/2025,revoked,21/11/2024,/api/v1/service1,NetSecure CA,3072,TLS1.3
CERT-1642,22/06/2024,03/05/2025,active,,/api/v4/service32,NetSecure CA,3072,TLS1.2
CERT-1643,12/07/2024,16/11/2025,active,,/api/v5/service47,GlobalTrust CA,2048,TLS1.2
CERT-1644,17/06/2024,20/12/2025,revoked,26/11/2025,/api/v3/service36,UniCA,4096,TLS1.3
CERT-1645,21/04/2024,06/01/2026,revoked,21/11/2025,/api/v5/service47,UniCA,4096,TLS1.2
CERT-1646,17/03/2024,06/02/2025,active,,/api/v5/service48,SecureSign CA,2048,TLS1.3
CERT-1647,09/01/2024,29/04/2025,active,,/api/v5/service4,NetSecure CA,2048,TLS1.2
CERT-1648,06/01/2024,15/11/2025,revoked,28/10/2025,/api/v4/service5,NetSecure CA,4096,TLS1.2
CERT-1649,07/06/2024,03/01/2025,active,,/api/v2/service36,UniCA,3072,TLS1.2
CERT-1650,13/06/2024,11/09/2025,revoked,14/07/2025,/api/v2/service42,UniCA,4096,TLS1.2
CERT-1651,25/06/2024,16/05/2026,active,,/api/v1/service41,SecureSign CA,2048,TLS1.2
CERT-1652,26/03/2024,30/09/2025,revoked,24/07/2025,/api/v2/service46,GlobalTrust CA,3072,TLS1.3
CERT-1653,05/03/2024,21/03/2025,revoked,03/03/2025,/api/v2/service37,SecureSign CA,4096,TLS1.3
CERT-1654,26/06/2024,13/10/2025,active,,/api/v2/service6,NetSecure CA,4096,TLS1.2
CERT-1655,24/04/2024,04/07/2025,active,,/api/v4/service44,UniCA,4096,TLS1.3
CERT-1656,02/07/2024,16/04/2025,active,,/api/v4/service8,UniCA,3072,TLS1.2
CERT-1657,15/02/2024,01/09/2024,active,,/api/v4/service30,SecureSign CA,3072,TLS1.3
CERT-1658,28/03/2024,16/07/2025,active,,/api/v4/service23,PrimeCA,3072,TLS1.2
CERT-1659,18/06/2024,15/11/2025,revoked,18/08/2025,/api/v3/service36,PrimeCA,4096,TLS1.3
CERT-1660,21/02/2024,28/12/2024,active,,/api/v4/service11,SecureSign CA,3072,TLS1.3
CERT-1661,18/04/2024,23/05/2025,active,,/api/v5/service13,NetSecure CA,4096,TLS1.2
CERT-1662,06/02/2024,01/02/2026,active,,/api/v3/service39,PrimeCA,4096,TLS1.2
CERT-1663,19/01/2024,18/08/2025,revoked,26/07/2025,/api/v2/service10,GlobalTrust CA,2048,TLS1.2
CERT-1664,24/01/2024,16/01/2026,active,,/api/v2/service50,GlobalTrust CA,3072,TLS1.2
CERT-1665,04/03/2024,31/10/2024,active,,/api/v1/service25,UniCA,4096,TLS1.3
CERT-1666,31/01/2024,16/12/2024,active,,/api/v5/service41,UniCA,2048,TLS1.2
CERT-1667,10/06/2024,12/07/2025,revoked,28/04/2025,/api/v3/service22,SecureSign CA,3072,TLS1.3
CERT-1668,18/05/2024,22/04/2026,active,,/api/v2/service21,GlobalTrust CA,2048,TLS1.3
CERT-1669,15/02/2024,08/03/2025,active,,/api/v3/service40,PrimeCA,4096,TLS1.3
CERT-1670,27/05/2024,13/03/2025,revoked,17/01/2025,/api/v1/service43,SecureSign CA,4096,TLS1.3
CERT-1671,09/06/2024,16/12/2024,active,,/api/v5/service34,UniCA,4096,TLS1.3
CERT-1672,26/04/2024,05/02/2026,revoked,15/12/2025,/api/v5/service24,PrimeCA,4096,TLS1.3
CERT-1673,06/05/2024,01/11/2025,active,,/api/v4/service32,PrimeCA,3072,TLS1.2
CERT-1674,02/02/2024,30/08/2024,active,,/api/v2/service8,SecureSign CA,2048,TLS1.3
CERT-1675,31/03/2024,27/09/2024,active,,/api/v2/service40,GlobalTrust CA,3072,TLS1.3
CERT-1676,28/01/2024,03/10/2025,active,,/api/v5/service27,GlobalTrust CA,4096,TLS1.2
CERT-1677,13/06/2024,12/09/2025,revoked,11/07/2025,/api/v4/service30,PrimeCA,2048,TLS1.2
CERT-1678,11/06/2024,01/01/2025,active,,/api/v4/service41,UniCA,3072,TLS1.3
CERT-1679,16/03/2024,04/01/2025,active,,/api/v3/service20,SecureSign CA,4096,TLS1.3
CERT-1680,02/06/2024,01/07/2025,active,,/api/v2/service37,PrimeCA,2048,TLS1.3
CERT-1681,14/03/2024,21/01/2026,active,,/api/v4/service5,SecureSign CA,3072,TLS1.3
CERT-1682,01/03/2024,17/01/2025,active,,/api/v4/service12,GlobalTrust CA,2048,TLS1.2
CERT-1683,28/05/2024,27/05/2026,active,,/api/v5/service24,GlobalTrust CA,3072,TLS1.2
CERT-1684,12/06/2024,16/01/2026,revoked,19/10/2025,/api/v1/service21,UniCA,4096,TLS1.3
CERT-1685,28/02/2024,23/02/2025,revoked,06/02/2025,/api/v3/service6,SecureSign CA,2048,TLS1.3
CERT-1686,02/01/2024,17/06/2025,active,,/api/v3/service33,GlobalTrust CA,3072,TLS1.2
CERT-1687,07/03/2024,13/09/2025,active,,/api/v2/service18,GlobalTrust CA,4096,TLS1.2
CERT-1688,29/02/2024,26/02/2026,revoked,25/12/2025,/api/v4/service13,SecureSign CA,3072,TLS1.3
CERT-1689,02/01/2024,05/12/2024,active,,/api/v5/service38,SecureSign CA,2048,TLS1.3
CERT-1690,23/03/2024,21/05/2025,active,,/api/v3/service23,GlobalTrust CA,4096,TLS1.2
CERT-1691,09/04/2024,04/08/2025,revoked,16/05/2025,/api/v4/service19,GlobalTrust CA,4096,TLS1.2
CERT-1692,18/06/2024,28/05/2025,revoked,24/04/2025,/api/v3/service14,SecureSign CA,2048,TLS1.2
CERT-1693,04/02/2024,05/11/2024,active,,/api/v5/service18,PrimeCA,2048,TLS1.3
CERT-1694,07/07/2024,20/05/2026,revoked,02/05/2026,/api/v5/service43,GlobalTrust CA,4096,TLS1.2
CERT-1695,22/03/2024,24/11/2025,revoked,28/09/2025,/api/v5/service23,UniCA,3072,TLS1.3
CERT-1696,11/05/2024,26/12/2024,revoked,23/10/2024,/api/v4/service25,NetSecure CA,3072,TLS1.2
CERT-1697,16/02/2024,29/10/2024,revoked,01/09/2024,/api/v2/service48,GlobalTrust CA,3072,TLS1.3
CERT-1698,11/03/2024,22/11/2024,active,,/api/v3/service3,GlobalTrust CA,3072,TLS1.3
CERT-1699,28/03/2024,18/12/2025,revoked,09/12/2025,/api/v1/service22,SecureSign CA,4096,TLS1.3
CERT-1700,16/05/2024,02/09/2025,revoked,30/07/2025,/api/v4/service42,NetSecure CA,4096,TLS1.3
CERT-1701,24/06/2024,14/12/2025,revoked,15/09/2025,/api/v4/service43,UniCA,3072,TLS1.2
CERT-1702,18/05/2024,14/12/2025,active,,/api/v2/service5,GlobalTrust CA,4096,TLS1.3
CERT-1703,06/07/2024,03/05/2025,active,,/api/v4/service48,NetSecure CA,3072,TLS1.3
CERT-1704,24/01/2024,28/07/2024,active,,/api/v5/service30,UniCA,2048,TLS1.2
CERT-1705,18/07/2024,09/04/2026,active,,/api/v2/service11,PrimeCA,3072,TLS1.2
CERT-1706,26/04/2024,19/05/2025,active,,/api/v2/service17,PrimeCA,3072,TLS1.3
CERT-1707,14/04/2024,30/10/2024,active,,/api/v5/service50,SecureSign CA,3072,TLS1.2
CERT-1708,06/03/2024,28/06/2025,active,,/api/v5/service14,GlobalTrust CA,4096,TLS1.3
CERT-1709,29/03/2024,05/09/2025,revoked,15/06/2025,/api/v4/service23,UniCA,2048,TLS1.3
CERT-1710,11/05/2024,16/12/2024,active,,/api/v5/service34,GlobalTrust CA,4096,TLS1.2
CERT-1711,09/02/2024,09/01/2026,active,,/api/v1/service21,GlobalTrust CA,4096,TLS1.2
CERT-1712,24/06/2024,22/01/2025,revoked,24/10/2024,/api/v3/service29,SecureSign CA,3072,TLS1.2
CERT-1713,18/07/2024,05/08/2025,active,,/api/v4/service19,GlobalTrust CA,3072,TLS1.3
CERT-1714,24/03/2024,22/01/2026,revoked,28/11/2025,/api/v3/service47,UniCA,2048,TLS1.2
CERT-1715,04/02/2024,05/04/2025,active,,/api/v4/service1,GlobalTrust CA,4096,TLS1.3
CERT-1716,30/05/2024,13/03/2026,active,,/api/v5/service44,UniCA,3072,TLS1.3
CERT-1717,09/01/2024,16/04/2025,active,,/api/v1/service5,SecureSign CA,4096,TLS1.2
CERT-1718,22/05/2024,22/12/2024,revoked,21/11/2024,/api/v4/service26,NetSecure CA,2048,TLS1.2
CERT-1719,04/03/2024,04/12/2024,revoked,15/09/2024,/api/v2/service18,GlobalTrust CA,4096,TLS1.2
CERT-1720,03/02/2024,24/04/2025,revoked,03/04/2025,/api/v3/service41,NetSecure CA,2048,TLS1.3
CERT-1721,26/01/2024,31/12/2025,active,,/api/v2/service26,SecureSign CA,2048,TLS1.2
CERT-1722,02/05/2024,15/02/2026,active,,/api/v3/service22,GlobalTrust CA,4096,TLS1.2
CERT-1723,18/03/2024,22/07/2025,active,,/api/v2/service41,PrimeCA,2048,TLS1.3
CERT-1724,08/01/2024,08/09/2025,revoked,03/09/2025,/api/v1/service12,NetSecure CA,4096,TLS1.3
CERT-1725,04/03/2024,26/12/2024,revoked,17/11/2024,/api/v1/service23,PrimeCA,4096,TLS1.2
CERT-1726,08/04/2024,14/11/2024,active,,/api/v2/service48,UniCA,2048,TLS1.3
CERT-1727,16/05/2024,07/12/2024,active,,/api/v2/service12,PrimeCA,2048,TLS1.3
CERT-1728,10/02/2024,20/10/2025,active,,/api/v1/service46,NetSecure CA,4096,TLS1.2
CERT-1729,06/02/2024,11/10/2024,active,,/api/v2/service7,PrimeCA,2048,TLS1.3
CERT-1730,17/06/2024,05/07/2025,revoked,24/04/2025,/api/v4/service7,GlobalTrust CA,4096,TLS1.2
CERT-1731,24/02/2024,27/04/2025,revoked,26/02/2025,/api/v4/service32,GlobalTrust CA,2048,TLS1.2
CERT-1732,08/03/2024,25/12/2024,active,,/api/v5/service39,SecureSign CA,3072,TLS1.2
CERT-1733,04/03/2024,18/03/2025,active,,/api/v4/service2,UniCA,2048,TLS1.2
CERT-1734,15/04/2024,09/09/2025,active,,/api/v1/service1,GlobalTrust CA,2048,TLS1.3
CERT-1735,15/06/2024,20/09/2025,revoked,11/08/2025,/api/v3/service29,UniCA,4096,TLS1.3
CERT-1736,08/04/2024,17/04/2025,active,,/api/v4/service34,PrimeCA,2048,TLS1.2
CERT-1737,21/03/2024,22/12/2024,active,,/api/v2/service32,UniCA,4096,TLS1.3
CERT-1738,13/04/2024,13/06/2025,revoked,26/05/2025,/api/v1/service16,GlobalTrust CA,2048,TLS1.3
CERT-1739,19/02/2024,10/02/2025,active,,/api/v2/service13,SecureSign CA,4096,TLS1.2
CERT-1740,28/05/2024,20/01/2026,active,,/api/v4/service45,PrimeCA,2048,TLS1.2
CERT-1741,31/01/2024,07/12/2024,revoked,06/10/2024,/api/v5/service2,GlobalTrust CA,2048,TLS1.3
CERT-1742,26/02/2024,03/05/2025,active,,/api/v3/service33,PrimeCA,2048,TLS1.2
CERT-1743,27/04/2024,20/01/2026,revoked,27/10/2025,/api/v5/service37,NetSecure CA,4096,TLS1.2
CERT-1744,25/04/2024,09/04/2026,active,,/api/v4/service35,NetSecure CA,3072,TLS1.2
CERT-1745,26/03/2024,18/01/2026,active,,/api/v1/service13,PrimeCA,4096,TLS1.3
CERT-1746,05/03/2024,19/05/2025,revoked,16/05/2025,/api/v1/service46,UniCA,2048,TLS1.2
CERT-1747,10/02/2024,11/11/2024,revoked,09/11/2024,/api/v5/service43,UniCA,2048,TLS1.2
CERT-1748,04/04/2024,18/01/2025,active,,/api/v3/service1,SecureSign CA,2048,TLS1.3
CERT-1749,01/02/2024,24/11/2024,active,,/api/v5/service16,SecureSign CA,4096,TLS1.3
CERT-1750,07/05/2024,07/09/2025,revoked,27/06/2025,/api/v2/service13,UniCA,4096,TLS1.2
CERT-1751,31/05/2024,25/06/2025,active,,/api/v2/service32,UniCA,3072,TLS1.2
CERT-1752,11/01/2024,01/10/2025,revoked,16/08/2025,/api/v4/service35,NetSecure CA,4096,TLS1.2
CERT-1753,22/05/2024,26/04/2026,active,,/api/v4/service38,UniCA,4096,TLS1.2
CERT-1754,23/04/2024,24/01/2025,revoked,17/11/2024,/api/v5/service15,GlobalTrust CA,4096,TLS1.3
CERT-1755,10/05/2024,24/10/2025,active,,/api/v5/service41,GlobalTrust CA,3072,TLS1.2
CERT-1756,08/07/2024,24/09/2025,active,,/api/v1/service33,UniCA,3072,TLS1.3
CERT-1757,22/06/2024,27/03/2026,revoked,26/01/2026,/api/v4/service37,NetSecure CA,3072,TLS1.3
CERT-1758,08/02/2024,06/12/2024,active,,/api/v5/service5,UniCA,3072,TLS1.3
CERT-1759,09/06/2024,27/09/2025,active,,/api/v3/service41,NetSecure CA,4096,TLS1.2
CERT-1760,14/06/2024,05/03/2026,active,,/api/v5/service20,NetSecure CA,2048,TLS1.3
CERT-1761,22/03/2024,06/01/2025,active,,/api/v4/service36,PrimeCA,2048,TLS1.2
CERT-1762,08/04/2024,30/07/2025,revoked,09/07/2025,/api/v4/service19,UniCA,2048,TLS1.3
CERT-1763,24/01/2024,09/12/2025,revoked,08/11/2025,/api/v3/service14,NetSecure CA,4096,TLS1.2
CERT-1764,14/07/2024,22/08/2025,active,,/api/v2/service24,GlobalTrust CA,2048,TLS1.3
CERT-1765,21/04/2024,22/03/2025,active,,/api/v5/service43,NetSecure CA,3072,TLS1.3
CERT-1766,26/04/2024,20/11/2025,active,,/api/v1/service45,PrimeCA,4096,TLS1.3
CERT-1767,23/01/2024,15/09/2024,revoked,30/07/2024,/api/v1/service9,NetSecure CA,3072,TLS1.3
CERT-1768,09/02/2024,15/10/2024,active,,/api/v1/service48,NetSecure CA,3072,TLS1.3
CERT-1769,07/05/2024,11/08/2025,active,,/api/v5/service16,PrimeCA,2048,TLS1.3
